datetime,feelslike,precip,precipcover,windspeed,day_length
2019-08-14,15.700,13.968,8.330,23.800,14.699
2019-08-15,18.600,0.401,4.170,29.500,14.640
2019-08-16,16.200,1.011,4.170,26.400,14.580
2019-08-17,18.700,2.013,4.170,24.500,14.520
2019-08-18,17.100,2.995,8.330,25.900,14.460
2019-08-19,16.500,6.971,12.500,26.700,14.400
2019-08-20,16.000,0.000,0.000,20.300,14.339
2019-08-21,16.800,0.000,0.000,16.900,14.278
2019-08-22,18.300,0.000,0.000,19.400,14.216
2019-08-23,20.300,0.000,0.000,11.400,14.155
2019-08-24,21.600,0.000,0.000,14.900,14.093
2019-08-25,23.700,0.000,0.000,12.100,14.030
2019-08-26,24.100,0.000,0.000,14.600,13.968
2019-08-27,24.400,0.000,0.000,16.400,13.906
2019-08-28,21.000,0.003,8.330,22.500,13.842
2019-08-29,18.300,0.002,4.170,21.300,13.780
2019-08-30,18.600,0.000,0.000,23.400,13.717
2019-08-31,17.300,0.001,4.170,25.400,13.653
2019-09-01,16.000,0.000,0.000,20.100,13.590
2019-09-02,15.600,0.000,0.000,21.900,13.526
2019-09-03,17.800,0.000,0.000,23.300,13.462
2019-09-04,17.300,6.181,8.330,29.600,13.398
2019-09-05,14.900,0.000,0.000,19.100,13.334
2019-09-06,14.100,0.200,4.170,26.300,13.270
2019-09-07,14.700,0.000,0.000,18.900,13.206
2019-09-08,13.100,0.000,0.000,12.100,13.141
2019-09-09,14.000,0.218,4.170,13.700,13.077
2019-09-10,15.700,0.000,0.000,14.200,13.012
2019-09-11,17.200,0.001,4.170,25.800,12.947
2019-09-12,18.500,0.001,4.170,23.800,12.883
2019-09-13,17.700,0.000,0.000,14.100,12.818
2019-09-14,16.300,0.000,0.000,9.000,12.753
2019-09-15,18.100,0.000,0.000,12.400,12.688
2019-09-16,17.500,0.199,4.170,11.100,12.623
2019-09-17,15.400,0.000,0.000,15.400,12.558
2019-09-18,14.200,0.000,0.000,11.100,12.493
2019-09-19,14.900,0.000,0.000,16.300,12.428
2019-09-20,15.700,0.000,0.000,21.900,12.363
2019-09-21,17.600,0.000,0.000,18.000,12.298
2019-09-22,18.200,0.408,12.500,19.900,12.232
2019-09-23,16.400,0.799,8.330,22.200,12.167
2019-09-24,16.900,42.057,16.670,24.900,12.102
2019-09-25,17.100,5.196,16.670,22.700,12.037
2019-09-26,17.000,4.983,8.330,27.500,11.971
2019-09-27,15.300,3.995,16.670,31.800,11.906
2019-09-28,15.300,0.002,4.170,31.700,11.841
2019-09-29,16.200,7.021,16.670,32.100,11.776
2019-09-30,14.200,1.020,8.330,22.000,11.710
2019-10-01,15.700,24.901,12.500,20.500,11.645
2019-10-02,10.600,3.205,8.330,19.800,11.580
2019-10-03,9.500,0.000,0.000,22.600,11.515
2019-10-04,13.300,1.016,12.500,24.900,11.449
2019-10-05,13.800,0.000,0.000,12.200,11.384
2019-10-06,14.500,4.066,16.670,27.200,11.319
2019-10-07,13.200,0.203,12.500,21.400,11.254
2019-10-08,13.900,3.799,8.330,25.100,11.190
2019-10-09,12.300,0.002,4.170,30.600,11.125
2019-10-10,12.200,0.000,0.000,26.200,11.060
2019-10-11,15.600,3.195,8.330,30.900,10.995
2019-10-12,11.600,12.976,16.670,12.300,10.931
2019-10-13,13.800,9.588,12.500,30.900,10.866
2019-10-14,13.100,2.798,8.330,19.500,10.802
2019-10-15,13.200,1.012,12.500,23.200,10.738
2019-10-16,12.900,1.598,8.330,24.100,10.674
2019-10-17,11.500,4.004,12.500,18.800,10.610
2019-10-18,12.000,6.438,12.500,29.300,10.547
2019-10-19,10.900,1.791,8.330,20.800,10.483
2019-10-20,9.500,0.199,4.170,16.700,10.419
2019-10-21,11.900,1.210,8.330,19.500,10.356
2019-10-22,10.200,0.000,0.000,11.300,10.294
2019-10-23,10.400,0.199,4.170,13.500,10.231
2019-10-24,12.000,15.951,12.500,19.500,10.168
2019-10-25,13.200,0.204,16.670,40.000,10.106
2019-10-26,13.800,3.015,8.330,35.600,10.044
2019-10-27,7.300,0.598,4.170,11.100,9.982
2019-10-28,7.000,0.001,4.170,14.600,9.921
2019-10-29,8.000,0.000,0.000,16.500,9.860
2019-10-30,8.600,0.000,0.000,25.000,9.799
2019-10-31,7.700,0.000,0.000,20.000,9.739
2019-11-01,12.900,1.012,8.330,24.800,9.679
2019-11-02,12.200,3.223,16.670,38.500,9.619
2019-11-03,8.700,0.401,8.330,15.100,9.561
2019-11-04,9.100,3.186,12.500,10.600,9.502
2019-11-05,9.300,0.005,8.330,17.900,9.444
2019-11-06,6.100,0.599,8.330,14.300,9.386
2019-11-07,5.700,7.990,8.330,25.700,9.329
2019-11-08,4.400,0.199,4.170,14.100,9.272
2019-11-09,3.700,7.007,12.500,18.600,9.217
2019-11-10,6.300,2.992,4.170,15.800,9.161
2019-11-11,5.100,4.374,8.330,25.800,9.106
2019-11-12,3.200,1.996,4.170,29.000,9.052
2019-11-13,4.100,0.000,0.000,18.700,8.999
2019-11-14,4.500,1.055,12.500,13.400,8.946
2019-11-15,4.200,0.606,12.500,24.400,8.894
2019-11-16,5.700,1.405,8.330,15.800,8.843
2019-11-17,5.900,0.000,0.000,6.600,8.793
2019-11-18,5.000,0.597,4.170,17.300,8.744
2019-11-19,2.900,0.000,0.000,9.700,8.695
2019-11-20,2.600,0.000,0.000,21.300,8.648
2019-11-21,1.800,0.000,0.000,16.900,8.601
2019-11-22,5.900,5.381,12.500,19.100,8.555
2019-11-23,8.500,0.999,8.330,17.100,8.511
2019-11-24,9.500,0.203,12.500,15.800,8.467
2019-11-25,10.300,1.007,12.500,16.500,8.425
2019-11-26,11.600,0.823,12.500,21.800,8.383
2019-11-27,10.100,11.979,16.670,19.100,8.344
2019-11-28,7.300,0.800,12.500,18.800,8.305
2019-11-29,4.700,0.403,4.170,9.600,8.267
2019-11-30,2.600,0.200,8.330,13.100,8.231
2019-12-01,2.600,0.000,0.000,19.700,8.196
2019-12-02,1.700,0.001,4.170,10.800,8.162
2019-12-03,3.800,0.000,0.000,12.900,8.130
2019-12-04,3.800,0.051,4.170,9.000,8.100
2019-12-05,4.200,0.005,4.170,26.400,8.070
2019-12-06,11.000,5.779,12.500,31.700,8.043
2019-12-07,8.400,0.000,0.000,31.800,8.017
2019-12-08,8.100,2.387,4.170,36.700,7.992
2019-12-09,4.600,0.800,8.330,32.100,7.969
2019-12-10,5.400,0.599,4.170,36.400,7.948
2019-12-11,3.100,3.997,8.330,15.900,7.928
2019-12-12,2.900,6.013,8.330,25.700,7.910
2019-12-13,3.900,6.383,12.500,32.500,7.894
2019-12-14,2.900,2.005,8.330,41.600,7.879
2019-12-15,4.300,12.369,8.330,31.500,7.866
2019-12-16,6.100,3.030,12.500,18.700,7.855
2019-12-17,5.800,4.989,12.500,10.000,7.846
2019-12-18,5.600,0.002,8.330,24.600,7.838
2019-12-19,12.000,9.026,16.670,27.700,7.832
2019-12-20,6.700,21.560,16.670,25.200,7.828
2019-12-21,5.900,4.206,12.500,22.000,7.826
2019-12-22,5.700,4.610,12.500,22.000,7.826
2019-12-23,6.000,0.000,0.000,25.700,7.827
2019-12-24,8.100,1.398,12.500,28.000,7.831
2019-12-25,4.400,0.000,0.000,19.100,7.836
2019-12-26,5.200,3.998,12.500,34.100,7.843
2019-12-27,6.500,0.007,4.170,18.700,7.851
2019-12-28,7.000,0.002,8.330,14.600,7.862
2019-12-29,4.900,0.000,0.000,17.200,7.874
2019-12-30,4.000,0.199,8.330,15.900,7.888
2019-12-31,6.200,0.001,4.170,18.400,7.904
